Complaint_id,Complaints,Category,Intent
C001965,"firstly,you guys are so terrible in business when I recharge,you start having network issues and as your network issues are growing up,so are my data consuming secondly,which network or organization are so lazy not to respond to their emails.makinf payment in your app is so hectic and after paying,to see the money in your wallet balance is another headache and when it finally comes,renewing your sub is another problem . Either upgrade the app to standard or just close this place and una just auto-renewed caller tune without my consent, kindly stop this unsolicited VAS debit.",Billing & VAS,forced_subscription
C001966,"you guys are the worst bank I ever use, you are too slow to respond to problems, your network is too slow, please you guys should do something about this, since yesterday I transfer money from access to kuda and it shows successful on access till today I haven't receive the money in my kuda, I send messages no respond, call you don't pick, even this 1 star I rate you, you don't deserve it note: kuda just scammed me of my money please be careful of how you bank with them. stay safe, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C001967,"I av been trying to open the app for some days, I keep receiving internet connection error, try again later. I av cleared cache and data tire, uninstall and reinstall...this is frustrating. I av updated the App...the issues persists and calls cannot last up to one minute without dropping completely.",Network Quality,frequent_call_drops
C001968,"The app stopped loading. I uninstalled and reinstalled again but can't get otp to login. and I need to recharge my mifi data from the app. airtel should do better and stop being shameless, and a scam message came in offering fake lottery winnings with a malicious link.",Fraud,reported_scam
C001969,"This app should run on WiFi what if we run out of balance and data that means we will not able to use the app for recharge. Also why blutooth should should be off when running this app this means we have to disconnect the other devices connected to the phone when we want to use this app, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C001970,Comcast overcharges for internet charges,Mobile Data,abnormal_data_drain
C001971,Airtel network coverage in Enugu is totally useless. No single signal bar inside house.,SIM Services,sim_barred_nin
C001972,"It took me the whole day to buy airtime from this app and when I eventually wanted to use it to subscribe for my data plan they deducted the money from my airtime and didn't give me the data I paid for. This is not the first time it's happening, and a scam message came in offering fake lottery winnings with a malicious link.",Fraud,reported_scam
C001973,"Please remove that stupid banner that fills half the phone's screen when your data's almost finished, plus a redirecting internet link to airtel,, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C001974,"Just wondering, after downloading the app. Registered.. it brought names of my SIM card totally different fromy name.. what could be the cause",Mobile Data,slow_internet
C001975,"I just downloaded the app by to sign in and get started is difficult. Tried signing in Google, but it was a no show as after entering the verification captcha code, it was just rolling for several minutes. Tried signing in with my number and verification code sent but was informed that either the number or code was wrong?! Absolute waste of time and mb used to download it. Once again, another MTN disappointment",Mobile Data,abnormal_data_drain
